id_evento,data_publicacao,fonte,titulo,pagina,municipio,localidade,tipo_camada,dimensao_analitica,tipo_relacao_variavel,codigo_variavel,nivel_criticidade,observacao,aproximacao_variavel,nota_analista,cod_loteamento,nivel_confianca_loteamento,papel_no_ciclo,id_caso_pressao,entra_ipst
TL_20260104_003,2026-01-04,Tribuna Liberal,Hortolandia entrega quase 5.6 mil kits de maternidade — Programa Cuidar,4,Hortolândia,Remanso Campineiro,GOVERNANCA,capital_humano,indireta,GOV_MUNICIPAL,baixa,dado_auditavel,,Programa Cuidar (Prefeitura Hortolandia): 5.586 kits entregues out/2022–dez/2025; 160 kits em dezembro/2025 (2 para gestantes de gemeos); 220 participantes na cerimonia. Secretarias envolvidas: SMIDS (acompanhamento mensal) + Saude (projeto Amigos do Peito). Unidades territoriais mencionadas: cerimonia na EMEF Prof. Marleciene P. Presta Bonfim (Remanso Campineiro); pre-natal no CAISM (Jd. Green Park) e UBS (Pq. Orestes Ongaro); moradora citada do Jd. Nova America. Relevancia SMIDS: Secretaria de Inclusao e co-participante ativa; este programa confirma capilaridade territorial de Hortolandia em saude materno-infantil. | edicao=9643,remanso_campineiro,alto,nao_aplicavel,,nao
TL_20260104_004,2026-01-04,Tribuna Liberal,Regiao encerra 2025 com aumento de mortes e casos do virus Influenza,1/8,Regional,Regional,PRESSAO_SOCIAL,capital_humano,direta,SMIDS_EXT,alta,dado_auditavel,,"Balanco regional 2025: 33 mortes e 280 casos em 6 cidades; +22,2% nos obitos vs ago/2025 (27→33). Hortolandia: 5 mortes e 45 casos. Ranking regional mortes: Sumare=8; Americana=8; Paulinia=8; Monte Mor=4; Hortolandia=5; Nova Odessa=0. Ranking casos: Americana=73; Sumare=61; Paulinia=49; Hortolandia=45; Nova Odessa=33; Monte Mor=19. R20: progressao documentada na propria materia (27 em ago → 33 no fechamento). Especialistas alertam continuidade no verao. Vacinacao disponivel nas UBSs de Hortolandia. Serie anual estruturavel. | edicao=9643",nao_identificado,baixo,agravamento,CH_INFLUENZA_REGIONAL_2025,sim
TL_20260104_005,2026-01-04,Tribuna Liberal,Populacao deve redobrar cuidados contra Aedes em Hortolandia,8,Hortolândia,nao_identificado,PRESSAO_SOCIAL,capital_humano,direta,SMIDS_EXT,alta,dado_auditavel,,ADL fim de 2025 realizada pela UVZ (Secretaria de Saude). Indice de Breteau: 5.2 (alto; 5.5 em 2024). Equipes constataram grande numero de larvas em residencias. GOV_MUNICIPAL: projeto-piloto armadilhas Aedes ativo desde marco/2025 (Min. Saude); vacinacao para 6-16 anos disponivel nas UBSs. Relacao causal com E3 da ed. 9642 (87 casos reportados no dia seguinte): ADL e o dado entomologico que explica a explosao de casos. Interface com IU: agua parada relacionada a saneamento inadequado. Descarte em PEVs e LEVs promovido como resposta preventiva. | edicao=9643,nao_identificado,baixo,agravamento,CH_DENGUE_2026,sim
TL_20260104_006,2026-01-04,Tribuna Liberal,Apos acoes de preservacao; Sistema Cantareira se mantém acima de 20%,6,Regional,Regional,PRESSAO_SOCIAL,infraestrutura_urbana,direta,SMIDS_EXT,alta,dado_auditavel,IU_01,Cantareira: 20.18% do volume util em jan/2026; limite minimo 20%. Faixa 4 de Restricao mantida (ANA + SP Aguas). Contexto: 2025 = pior ano de chuvas em 10 anos; consumo de agua +60% pelo calor intenso. Sabesp: R$300M em obras; bombeamento do Itapanhaú (+17% no Alto Tiete; 22M pessoas beneficiadas). SIM: reducao noturna de pressao economizou 57 bilhoes de litros. Relevancia para Hortolandia: municipio abastecido pelo sistema Sabesp/Cantareira; impacto desproporcional sobre populacao CadUnico em territorios com menor resiliencia hidrica. Interface direta com E2 da ed. 9642 (tarifa de agua sobe no mesmo cenario de restricao). | edicao=9643,nao_identificado,baixo,agravamento,IU_ESCASSEZ_HIDRICA_2025,sim
E1,2026-01-06,Tribuna Liberal,Regiao derruba assassinatos e latrocinios em 2025; afirma SSP,1/5,Regional,Regional,PRESSAO_SOCIAL,capital_humano,direta,SMIDS_EXT,alta,dado_auditavel,,"Homicidios dolosos regionais jan-nov 2025: 51 casos vs 72 em 2024 (-29,2%); 21 mortes a menos. Hortolândia: 11 homicidios (estaveil; igual 2024 — contra a mare regional). Latrocinios regionais: 2 vs 3 (-33%). Estado SP: menor patamar em 25 anos (2.194 homicidios jan-nov 2025). Sumare: maior queda absoluta (27→14; -48%). Americana: 14→8 (-43%). Dados oficiais SSP-SP. R20: progressao jan-nov vs mesmo periodo 2024 documentada. Nota critica: Hortolandia nao acompanha a queda regional — ver E2.",nao_identificado,baixo,sinal_desfecho,CH_VIOLENCIA_LETAL_REGIONAL_2025,avaliar - sinal_desfecho + dado_auditavel; promover a sim se serie anual for consolidada
E2,2026-01-06,Tribuna Liberal,Hortolandia concentra todos os latrocinios da regiao em 2025: 2 casos vs 0 em 2024,5,Hortolândia,nao_identificado,PRESSAO_SOCIAL,capital_humano,direta,SMIDS_EXT,alerta,dado_auditavel,,Hortolândia: 0 → 2 latrocinios em jan-nov 2025; unica cidade da regiao com ocorrencias. Demais 5 cidades = 0. Sumare (tinha 2 em 2024) zerou; Nova Odessa (1 em 2024) zerou. Homicidios dolosos Hortolandia: 11 (2025) = 11 (2024); estabilidade contrasta com queda de 29% regional. R21: latrocinio = roubo seguido de morte → nunca contextual → direta. Dado critico: Hortolandia é contratendencia negativa na regiao. Dados jan-nov 2025 (SSP-SP); dezembro ainda nao consolidado.,nao_identificado,baixo,emergencia,CH_LATROCINIO_HORTOLANDIA_2025,sim - Condicao A
E3,2026-01-06,Tribuna Liberal,Carnes do IPTU 2026 de Hortolandia comecam a ser enviados via Correios,1/10,Hortolândia,nao_identificado,GOVERNANCA,renda_trabalho,indireta,GOV_MUNICIPAL,baixa,dado_auditavel,,~90 mil contribuintes; envio via Correios ate 19/jan/2026; vencimento 10/mar (cota unica e 1a parcela); desconto 5% cota unica; parcelamento ate 10x; REFIS prorrogado ate 31/mar. Relevancia CadUnico: isencao automatica para aposentados/pensionistas; pessoas com comorbidades; carentes; deficientes; beneficiarios LOAS (art. 217 LC 110/2021). Interface direta com populacao vulneravel: isencao de IPTU é fator de estabilidade habitacional para familias de baixa renda — dado complementar ao perfil CadUnico.,nao_identificado,baixo,nao_aplicavel,,nao — GOVERNANCA nao satisfaz Condicoes A nem B
E4,2026-01-06,Tribuna Liberal,Justica de Hortolandia homologa desistencia e extingue mandado de seguranca de bar contra fiscalizacao,6,Hortolândia,Jardim das Paineiras,GOVERNANCA,capital_humano,indireta,GOV_MUNICIPAL,baixa,sinal_smids_ext,,Bar e cervejaria no Jd. das Paineiras fechado pela PM por perturbacao do sossego em 02/ago/2025 por volta das 21h. Bar impetrou mandado de seguranca (1a Vara Civil) alegando abuso de poder e incompetencia da PM para fechar estabelecimento; liminar negada. Prefeitura e PM defenderam legalidade da acao. Bar desistiu; processo extinto sem analise do merito. Relevancia territorial: Jd. das Paineiras identificado como localidade de estabelecimento sob fiscalizacao noturna. Conexao analitica potencial com ciclo CH_LATROCINIO_HORTOLANDIA_2025 (E2) se os 2 latrocinios ocorreram na mesma regiao.,jd_das_paineiras,alto,nao_aplicavel,,nao — GOVERNANCA nao satisfaz Condicoes A nem B
E5,2026-01-06,Tribuna Liberal,Charge — Populacao deve redobrar cuidados contra Aedes em Hortolandia,1,Hortolândia,nao_identificado,CONTEXTO,capital_humano,contextual,SMIDS_EXT,baixa,sinal_smids_ext,,Charge editorial: personagem desvia de pocas andando 'igual caranguejo'. Terceiro dia consecutivo de cobertura do tema dengue (E3 ed.9642; E5 ed.9643). Confirma persistencia editorial do ciclo CH_DENGUE_2026. R17: puramente narrativo sem dado auditavel proprio. Mantido no corpus por valor de rastreabilidade da recorrencia editorial.,nao_identificado,baixo,nao_aplicavel,CH_DENGUE_2026,nao — CONTEXTO nao satisfaz Condicoes A nem B
TL_20260107_001,2026-01-07,Tribuna Liberal,Feminicidio de Rayana Raissa Albuquerque de Matos; 21 anos; em Hortolandia — relatado em Carta Aberta da Procuradoria Especial das Mulheres ALESP,2,Hortolândia,nao_identificado,PRESSAO_SOCIAL,capital_humano,direta,SMIDS_EXT,alerta,dado_auditavel,,Rayana Raissa Albuquerque de Matos; 21 anos; assassinada dentro de casa na presenca do proprio filho. Fonte: Carta Aberta institucional da Procuradoria Especial das Mulheres (Alesp); Ana Perugini; publicada na ed. 9645. R21: violencia letal → nunca contextual → direta. Terceiro caso no ciclo CH_VIOLENCIA_GENERO_2025 (E1 ed.9643 = Jacira Martins; E1 ed.9645 = Rayana). Crime posterior ao fechamento do corpus desta semana; data exata nao identificada. Carta nomeia o caso como 'nao episodio isolado' — sinal de sistematicidade reconhecida institucionalmente. | edicao=9645,nao_identificado,baixo,agravamento,CH_VIOLENCIA_GENERO_2025,sim
TL_20260107_002,2026-01-07,Tribuna Liberal,Omissao GOV_ESTADUAL: 70% do orcamento para politicas de mulheres nao executado em 2025 em SP,2,Hortolândia,nao_identificado,PRESSAO_SOCIAL,capital_humano,direta,SMIDS_EXT,alta,dado_auditavel,,70% do orcamento da Secretaria de Politicas para a Mulher (SP) nao executado em 2025. DDMs operando apenas em horario comercial (violacao da lei federal que exige 24h). Programas de acolhimento; protecao; capacitacao e autonomia economica paralisados ou subfinanciados. Fonte: Carta Aberta institucional Procuradoria Especial Mulheres (Alesp). Secao 21 v10.2: PRESSAO_SOCIAL (tratamento de PRESSAO_INSTITUCIONAL → omissao sistemica que amplifica ciclo CH_VIOLENCIA_GENERO). Dado auditavel pelo Portal Transparencia SP. R23: % de execucao orcamentaria e agregavel em serie anual. | edicao=9645,nao_identificado,baixo,agravamento,CH_VIOLENCIA_GENERO_2025,sim
TL_20260107_003,2026-01-07,Tribuna Liberal,Hortolandia entrega 11 novos campos de futebol society; meta de 18 espacos esportivos publicos,1/7,Hortolândia,Jd. Santa Clara / Jd. Amanda,GOVERNANCA,capital_humano,indireta,GOV_MUNICIPAL,baixa,dado_auditavel,,12 campos instalados (meta: 18). Inauguracoes recentes dez/2025: Jd. Santa Clara (maior campo da cidade; R. Pedro Pereira dos Santos; recuperacao alambrados + LED + academia) e Jd. Amanda (parque socioambiental; cercado por playgrounds; academia; pista de caminhada). Mapa completo dos campos existentes (dado territorial valioso para correlacao CadUnico): Jd. Santa Clara do Lago; Remanso Campineiro; Jd. Nova America; Jd. Santa Izabel; Jd. Minda; Jd. Alvorada (Arena); Jd. Novo Angulo (Praca Cidadania); Jd. Adelaide; Parque Gabriel (Lago da Fe); Jd. Santa Rita; Praca da Penha. Campo Jd. Amanda (novo parque socioambiental) conecta-se ao contexto da ed.9635 (E2 academia ao ar livre + fase 2 entregue em junho/2026). | edicao=9645,jd_santa_clara,alto,nao_aplicavel,,nao
TL_20260107_004,2026-01-07,Tribuna Liberal,Equipes da Prefeitura de Hortolandia removem dispositivos vandalizados no Parque Socioambiental Lago da Fe,4,Hortolândia,Parque Gabriel,GOVERNANCA,infraestrutura_urbana,indireta,GOV_MUNICIPAL,baixa,sinal_smids_ext,,Aparelhos de academia ao ar livre e playground do Parque Socioambiental Lago da Fe (Parque Gabriel) removidos para conserto apos vandalismo. ~10 pracas/semana recebem zeladoria. 100+ espacos publicos na cidade. Zeladoria adicional: canteiros Av. Anhanguera e Av. Sao Francisco de Assis; areas verdes Jds. Sao Sebastiao/Interlagos; entorno OAPE; Jd. Santa Clara do Lago; Jd. Mirante. Nota analitica: vandalismo de equipamentos publicos e sinal de pressao social sobre o territorio — monitorar recorrencia para avaliar abertura de ciclo CH_VANDALISMO_ESPACOS_PUBLICOS. | edicao=9645,parque_gabriel,alto,nao_aplicavel,,nao
TL_20260107_005,2026-01-07,Tribuna Liberal,Mulher desaparecida encontrada desorientada em praca do Jardim Nova Hortolandia,7,Hortolândia,Jardim Nova Hortolândia,CONTEXTO,capital_humano,contextual,SMIDS_EXT,baixa,caso_ilustrativo,,Kamila Dias; 38 anos; desaparecida desde 03/01/2026; encontrada 06/01 pela Romu em praca do Jd. Nova Hortolandia. Apresentava sinais de desorientacao. Encaminhada ao HM Mario Covas; liberada apos avaliacao (sem internacao). Entregue aos familiares. R25: evento individual — aceito como CONTEXTO; monitorar recorrencia de casos de saude mental/desorientacao para avaliar promocao a PRESSAO_SOCIAL (proxy de vulnerabilidade em saude mental no territorio). | edicao=9645,jd_nova_hortolandia,alto,nao_aplicavel,,nao
TL_20260107_006,2026-01-07,Tribuna Liberal,Homem preso com drogas apos sair de Uber no Jardim Adelaide; Hortolandia,9,Hortolândia,Jardim Adelaide,PRESSAO_SOCIAL,capital_humano,direta,SMIDS_EXT,alerta,dado_auditavel,,148g maconha + 46g cocaina + 8g dry + 10g crack + R$2.315 em especie (Rua Paulo Roberto Soares; Jd. Adelaide; 05/01/2026). Suspeito confessou funcao de 'coletor de dinheiro' de rede de trafico — nao ator solitario; indicativo de organizacao criminal estruturada. R25: trafico organizado e fenomeno coletivo com impacto direto sobre populacao vulneravel do territorio. R24: diferente do caso canonico de exclusao (acougue/E13); trafico organizado tem efeito sistemico verificavel. Jd. Adelaide ja consta no mapa dos campos society (E3) — loteamento de alta concentracao CadUnico confirmado. | edicao=9645,jd_adelaide,alto,agravamento,CH_TRAFICO_HORTOLANDIA_2026,avaliar
TL_20260108_001,2026-01-08,Tribuna Liberal,Ranking da Veja coloca Hortolandia entre as Melhores Cidades do Brasil 2025,1/7,Hortolândia,nao_identificado,GOVERNANCA,multidimensional,indireta,GOV_MUNICIPAL,baixa,dado_auditavel,,R05 (multidimensional): atuacao simultanea documentada em 4 dimensoes — fiscal; economica; social e digital. Rankings especificos: 5a em Indicadores Digitais; 8a em Atencao ao Jovem; 10a em Mobilidade Digital; 12a em Renda e Emprego; 19a em Acesso ao Conhecimento; 20a em Educacao (cidades grande porte). Dados IVS-relevantes documentados: 99%+ rede coletora de esgoto; 100% tratamento; 21 usinas solar; iluminacao 100% LED; 60km ciclofaixas; 18 parques previstos (7 novos); 8 onibus eletricos (contrato federal). Estudo Austin Rating/Veja Negocios ed.20 (nov/2025). As posicoes em Renda e Emprego (RT) e Educacao (CH) sao proxies diretos do IVS-H. | edicao=9646,nao_identificado,baixo,nao_aplicavel,,nao
TL_20260108_002,2026-01-08,Tribuna Liberal,Regiao abriga ao menos 524 venezuelanos; Hortolandia concentra 106,1/5,Hortolândia,nao_identificado,PRESSAO_SOCIAL,renda_trabalho,direta,SMIDS_EXT,media,dado_auditavel,,106 venezuelanos em Hortolandia (IBGE Censo 2022 + dados de prefeituras); 2a maior concentracao regional (1a = Americana com 342). Total regional: 524 residentes desde 2017. Concentracao em areas urbanas; trabalho informal; demanda por saude; educacao e assistencia social. R25: fenomeno coletivo; recorrente; mensuravel. Contexto geopolitico jan/2026: prisao de Maduro pelos EUA → potencial nova onda migratoria para regioes do interior paulista ja com comunidades estabelecidas. Interface CadUnico: migrantes em situacao de vulnerabilidade tendem a estar subenregistrados mas elegíveis a beneficios. R23: serie estruturavel anualmente (Censo + dados prefeituras). | edicao=9646,nao_identificado,baixo,agravamento,CH_MIGRACAO_VENEZOLANA_2025,sim
TL_20260108_003,2026-01-08,Tribuna Liberal,Cafu Cesar mantem pre-candidatura a deputado apos Operacao Coffee Break da PF,4,Hortolândia,nao_identificado,PRESSAO_SOCIAL,capital_humano,direta,SMIDS_EXT,alta,dado_auditavel,,Vice-prefeito Carlos Augusto Cesar (PSB) preso 12/11/2025 na Operacao Coffee Break (PF + CGU). Investigacao: direcionamento de licitacoes + intermediacao de pagamentos com Life Tecnologia Educacional em Hortolandia e Sumare. TRF-3 revogou prisao preventiva; medidas cautelares = afastamento das funcoes + tornozeleira + proibicao de acessar Prefeitura Hortolandia + comparecimento mensal em juizo + entrega do passaporte. Secretarios municipais e servidores de alto escalao exonerados. Impacto potencial sobre programas educacionais e capacitacao de populacao vulneravel (CadUnico). Secao 21 v10.2: PRESSAO_INSTITUCIONAL → classificado como PRESSAO_SOCIAL com nota_analista. | edicao=9646,nao_identificado,baixo,agravamento,CH_CORRUPCAO_EDUCACAO_HORTOLANDIA_2025,avaliar
TL_20260108_004,2026-01-08,Tribuna Liberal,PM prende dois por trafico em condominio da Vila Sao Pedro; Hortolandia,8,Hortolândia,Vila São Pedro,PRESSAO_SOCIAL,capital_humano,direta,SMIDS_EXT,alerta,dado_auditavel,,Dois presos em condominio da Vila Sao Pedro em 06/01/2026 apos denuncia anonima. Apreensoes: grande quantidade de drogas + R$6.000 em dinheiro + celulares + anotacoes do trafico + QR Code para pagamentos digitais. QR Code e indicador de organizacao criminal com infraestrutura financeira moderna. Segunda ocorrencia do ciclo CH_TRAFICO_HORTOLANDIA_2026 em dois dias (E6 ed.9645 = Jd. Adelaide; E4 ed.9646 = Vila Sao Pedro). Serie confirmada pela recorrencia → promover retroativamente E6 (ed.9645) de avaliar para sim - Condicao A. | edicao=9646,vila_sao_pedro,alto,agravamento,CH_TRAFICO_HORTOLANDIA_2026,sim
TL_20260109_001,2026-01-09,Tribuna Liberal,Homem e preso apos atacar ex-mulher a facadas em residencia de Hortolandia,10,Hortolândia,Jardim Nossa Senhora Auxiliadora,PRESSAO_SOCIAL,capital_humano,direta,SMIDS_EXT,alerta,dado_auditavel,,Homem de 42 anos atacou ex-companheira (32 anos) com 3 facadas dentro da casa dela em 07/01/2026. Local: Jd. Nossa Senhora Auxiliadora. Agressor DESCUMPRIU medida protetiva judicial vigente — foi ate a residencia da vitima mesmo impedido. Vitima atendida pelo SAMU; encaminhada para avaliacao medica. Agressor preso em flagrante; encaminhado a DDM. Faca apreendida para pericia. R21: violencia com arma branca + risco grave a integridade fisica → nunca contextual → direta. 4o evento do ciclo CH_VIOLENCIA_GENERO_2025 em Hortolandia (3 em 7 dias): 2 femicidios consumados (Jacira + Rayana) + 1 tentativa. Descumprimento de medida protetiva agrava estruturalmente o ciclo. | edicao=9647,jd_nsa_auxiliadora,alto,agravamento,CH_VIOLENCIA_GENERO_2025,sim
TL_20260109_002,2026-01-09,Tribuna Liberal,66 detentos nao retornam para unidades prisionais apos saidinha — 65 em Hortolandia,9,Hortolândia,nao_identificado,PRESSAO_SOCIAL,capital_humano,direta,SMIDS_EXT,alta,dado_auditavel,,"Complexo Penitenciario Campinas-Hortolandia: 1.512 detentos receberam saida temporaria (23/dez → prazo 5/jan/2026); 65 nao retornaram (4,3% do total). Sumare: 112 saidas; 1 nao retornou. Total regional: 66 foragidos. SAP: descumprimento implica perda do regime semiaberto; recaptura = regime fechado. R25: fenomeno coletivo; recorrente (4 saidinha/ano = marco; junho; setembro; dezembro); agregavel em serie anual. Interface CadUnico: familias de detentos = populacao vulneravel; foragidos podem retornar a territorios de residencia aumentando risco local. Serie estruturavel anualmente: comparar numero de nao-retornos a cada saidinha. | edicao=9647",nao_identificado,baixo,agravamento,CH_FORAGIDOS_SAIDINHA_HORTOLANDIA_2025,sim
TL_20260109_003,2026-01-09,Tribuna Liberal,Menores de Hortolandia devem completar esquema vacinal contra dengue — cobertura baixa,7,Hortolândia,nao_identificado,PRESSAO_SOCIAL,capital_humano,direta,SMIDS_EXT,alta,dado_auditavel,,Cobertura 1a dose: 5.870 criancas/adolescentes (37% do publico-alvo 6-16 anos). Cobertura 2a dose: 2.801 (18%). Enfermeira alerta: 'Esses numeros estao baixos. Iniciamos a vacinacao em 2024 e ainda nao conseguimos atingir nem 50% do publico-alvo.' Vacinacao disponivel em UBSs diariamente (7h30-15h30); 7 UBSs com horario ampliado. Contexto: ciclo CH_DENGUE_2026 ativo (87 casos na ed.9642; ADL 5.2 na ed.9643). Baixa cobertura vacinal amplifica o risco de transmissao do ciclo em curso. R23: cobertura percentual e agregavel anualmente. R25: afeta coletivo mensuravel. | edicao=9647,nao_identificado,baixo,agravamento,CH_DENGUE_2026,sim
