"id_evento","data_publicacao","fonte","titulo","pagina","municipio","localidade","tipo_camada","dimensao_analitica","tipo_relacao_variavel","codigo_variavel","nivel_criticidade","observacao","aproximacao_variavel","nota_analista","cod_loteamento","nivel_confianca_loteamento","papel_no_ciclo","id_caso_pressao","entra_ipst"
"TL_20260117_002","2026-01-17","Tribuna Liberal","Prefeitura fecha parques e ativa Operação SP Alerta Chuvas de Verão em Hortolândia","5","Hortolândia","nao_identificado","GOVERNANCA","infraestrutura_urbana","indireta","GOV_MUNICIPAL","media","dado_auditavel","","R22 satisfeita: chuvas = pressão identificável. Ação: fechamento imediato dos parques Irmã Dorothy e Observatório Ambiental por medida de segurança (solo encharcado + risco de quedas de árvores/deslizamentos). Decreto: Operação SP Alerta Chuvas de Verão 2025-2026, Defesa Civil. Critério declarado de interdição: solo encharcado + possibilidade de quedas e deslizamentos; reabertura: 24h após cessação e vistoria técnica. Secretária Eliane Nascimento (Meio Ambiente e Desenvolvimento Sustentável) comunicou orientações. Parque Chico Mendes: sem fechamento formal mas com alerta. Parques entregues em 2025 (Irmã Dorothy, Campo da Mina) fazendo parte do estoque de infraestrutura de lazer vulnerável a eventos climáticos. cod_loteamento: nao_identificado; nivel_confianca_loteamento: baixo. | edicao=9654","nao_identificado","baixo","resposta","CH_CHUVAS_VERAO_HORTO_2026","nao"
"TL_20260117_003","2026-01-17","Tribuna Liberal","Processo seletivo da Arcor em Hortolândia mobiliza mais de 300 candidatos no Jardim Santa Rita","5","Hortolândia","Jardim Santa Rita","GOVERNANCA","renda_trabalho","indireta","GOV_MUNICIPAL","media","dado_auditavel","","300+ fichas preenchidas; 150+ candidatos pré-aprovados para etapas seguintes. Vagas: área produtiva da Arcor (Campinas), temporárias — demanda da campanha Páscoa 2026. Local: Jardim Santa Rita. Articulação: vereador Clodoaldo Santos da Silva (Podemos) + agência de empregos Expert. Nota: iniciativa da Câmara Municipal (não da Prefeitura executiva), mas registrada como GOV_MUNICIPAL pela abrangência de políticas de emprego municipais. Potencial proxy RT: volume expressivo de candidatos sugere reserva de mão de obra ativa mas não formalizada no território. cod_loteamento: Jardim Santa Rita; nivel_confianca_loteamento: alto. | edicao=9654","nao_identificado","baixo","nao_aplicavel","","nao"
"TL_20260117_004","2026-01-17","Tribuna Liberal","Viaduto da Vila Real entra na fase final das obras e será entregue à população em fevereiro","9","Hortolândia","Vila Real","GOVERNANCA","infraestrutura_urbana","indireta","GOV_MUNICIPAL","baixa","dado_auditavel","","Obra 90% concluída; entrega prevista: final de fevereiro 2026; investimento total: R$60M; executor: Rumo Logística. Ligação: Rodovia SP-101 (Jornalista Francisco Aguirre Proença) → Rodovia Anhanguera. Impacto territorial: integra região central de Hortolândia a Sumaré e Anhanguera. Contexto histórico: 'população espera por mais de 40 anos' (prefeito Zezé Gomes). Vistoria: prefeito Zezé Gomes + dep. federal Jonas Donizette (PSB) + dep. estadual Dirceu Dalben (Cidadania). sinal_desfecho justificado: obra 90% concluída com prazo concreto = indício jornalístico de resolução de demanda histórica. id_caso_pressao: IU_MOBILIDADE_VILAREAL_HIST registra ciclo de pressão histórica cujo primeiro corpus entry é este próprio sinal_desfecho (ausência de registros anteriores não invalida o ciclo — R26). Integra conjunto de obras: Superviário, Jd. Nova Europa, Rosolém, Av. Panaíno, Av. Santana/Bandeirantes. cod_loteamento: Vila Real; nivel_confianca_loteamento: alto. | edicao=9654","nao_identificado","baixo","sinal_desfecho","IU_MOBILIDADE_VILAREAL_HIST","nao"
"TL_20260117_005","2026-01-17","Tribuna Liberal","Reestruturação do Campo da Mina avança para 75% concluído e complexo esportivo do Jardim Amanda se consolida","9","Hortolândia","Jardim Amanda","GOVERNANCA","capital_humano","indireta","GOV_MUNICIPAL","baixa","dado_auditavel","","75% concluído em 17/01 (vs 50% em dez/2025: +25% em <1 mês). Campo de futebol: novo gramado (95m x 55m), alambrados, portões, vestiários modernizados, muro de arrimo + escadaria prevista. Campo society anexo: 90%+ concluído (>1.000m², grama artificial, arquibancadas ~200 pessoas). Integrado ao Parque Socioambiental (1ª etapa entregue dez/2025). Competições oficiais previstas para retomada em 2026 (Copa Amanda, divisões de futebol amador). Campos principais da cidade fechados até março para manutenção de gramados. Acumulação territorial Jardim Amanda: parque socioambiental + campo de futebol + campo society + CRAS Amanda + UVZ dengue + CadÚnico. cod_loteamento: Jardim Amanda; nivel_confianca_loteamento: alto. | edicao=9654","nao_identificado","baixo","nao_aplicavel","","nao"
"TL_20260117_006","2026-01-17","Tribuna Liberal","Dois homens são presos por tráfico de drogas no Jardim Santiago em Hortolândia","8","Hortolândia","Jardim Santiago","PRESSAO_SOCIAL","capital_humano","direta","SMIDS_EXT","alta","dado_auditavel","","Primeiro registro do ciclo CH_TRAFICO_HORTO_2026 no corpus. Dois homens presos em flagrante, Rua Acerola, Jardim Santiago. Um suspeito tentou fugir ao ver a viatura. Apreensões: drogas + rádios comunicadores + dinheiro. Confissão: atuavam juntos na venda de entorpecentes no local. Presença de rádios comunicadores indica organização: não é tráfico individual isolado = satisfaz R25 (fenômeno coletivo, com potencial de recorrência). R21 não se aplica (sem violência letal neste registro). R23: série histórica de prisões por tráfico estruturável por período. Condição B: impacto coletivo na segurança do loteamento + mensurável (n° prisões, quantidades) + série temporal → entra_ipst = avaliar (aguardar consolidação de mais registros no ciclo para promover a sim). cod_loteamento: Jardim Santiago; nivel_confianca_loteamento: alto. | edicao=9654","nao_identificado","baixo","emergencia","CH_TRAFICO_HORTO_2026","avaliar"
"TL_20260117_007","2026-01-17","Tribuna Liberal","Hortolândia abre inscrições para curso de alvenaria estrutural com 20 vagas no Remanso Campineiro","9","Hortolândia","Remanso Campineiro","GOVERNANCA","renda_trabalho","indireta","GOV_MUNICIPAL","baixa","dado_auditavel","","20 vagas; 18+; 80h; início: 19/01 até 18/02/2026; horário: 8h às 12h; local: Unidade II do Fundo Social, Rua Alda Lourenço 353, Remanso Campineiro; parceria Fundo Social de Solidariedade + SENAI. Conteúdo: alvenaria com função estrutural, técnicas para obras residenciais e comerciais. Inscrições até 19/01 via Google Forms. Nota: terceiro registro de cursos de qualificação profissional em dois dias (E3 edicao 9653: RH/CRAS Amanda; E3 edicao 9654: Arcor/Jd. Santa Rita; E7 edicao 9654: alvenaria/Remanso Campineiro) — padrão de início de ano letivo com oferta concentrada de qualificação. Territórios distintos cobertos: Jardim Amanda II, Jardim Santa Rita, Remanso Campineiro. cod_loteamento: Remanso Campineiro; nivel_confianca_loteamento: alto. | edicao=9654","nao_identificado","baixo","nao_aplicavel","","nao"
"TL_20260124_001","2026-01-24","Tribuna Liberal","Repasse FEAS aumenta para R$ 1.479 mi e Hortolandia ganha novo CRAS","04","08 do Estado em 2026 para custeio de servicos e programas do SUAS; nova metodologia de calculo usa CadUnico e rede socioassistencial instalada; valor saltou de ~R$ 500 mil em 2025; municipio sera 2o maior receptor entre os 43 da DRADS Campinas e 26o no Estado; novo CRAS para regiao do Jardim Amanda aprovado com R$ 515 mil; 7o CRAS inaugurado em outubro em Vila Real","nao_identificado","REVISAR(local)","capital_humano","indireta","GOV_ESTADUAL","media","politica_publica","","resumo=Hortolandia recebera R$ 1.479.203 | tipo_abrangencia=Hortolandia | polaridade_evento=nao_aplicavel | tipo_origem_evento=positivo","Jesus Jose Ribeiro da Costa (Diretor de Assistencia Social) e Maria dos Anjos Assis Barros (Secretaria SMIDS) citados na materia; nova metodologia vincula repasse ao numero de inscritos no CadUnico validando diretamente a base de dados do Atlas Social; benchmark solicitado por outros municipios","nao_aplicavel","REVISAR","","REVISAR"
"TL_20260124_002","2026-01-24","Tribuna Liberal","48o BPM/I - estudo de transferencia Sumare para Hortolandia","03","Sumare","nao_identificado","GOVERNANCA","capital_humano","latente","GOV_ESTADUAL","media","Para Hortolandia o evento e latente-positivo (potencial de novo batalhao); para Sumare e negativo (perda de efetivo); juntas as duas cidades somam quase 600 mil habitantes segundo moradores; R22 aplicada parcialmente - acao estrutural ainda sem pressao detonadora","","resumo=Secretaria Estadual de Seguranca Publica confirma estudo tecnico para transferencia da sede do 48o BPM/I de Sumare para Hortolandia; moradores de Sumare reprovam nas redes sociais; alternativas sugeridas incluem nova Cia. do BAEP em Hortolandia; complexo penitenciario de Hortolandia citado como fator na analise estadual; sem decisao definitiva ate a data | tipo_abrangencia=regional | polaridade_evento=positivo | tipo_origem_evento=seguranca","nao_aplicavel","nao_aplicavel","REVISAR","","REVISAR"
"TL_20260124_003","2026-01-24","Tribuna Liberal","75 professores contratados via concurso - Hortolandia","05","Hortolandia","nao_identificado","GOVERNANCA","capital_humano","indireta","GOV_MUNICIPAL","media","Educacao Especial incluida aumenta capacidade de atendimento a criancas com deficiencia e TEA; secretaria Simone Cristina Locatelli; edital publicado no Diario Oficial em 14/01","","resumo=Prefeitura inicia contratacao de 75 novos professores selecionados por concurso publico; primeiros convocados compareceram ao CFPF Paulo Freire em 22/01; atuarao em Educacao Infantil Ensino Fundamental e Educacao Especial; previsao de inicio no ano letivo da rede municipal | tipo_abrangencia=local | polaridade_evento=positivo | tipo_origem_evento=educacao","nao_aplicavel","nao_aplicavel","REVISAR","","REVISAR"
"TL_20260124_004","2026-01-24","Tribuna Liberal","Feminicidio Sumare - monitoramento por camera e controle abusivo","08","Sumare","nao_identificado","PRESSAO_SOCIAL","capital_humano","direta","SMIDS_EXT","alerta","R21 aplicada; desdobramento do evento de 23/01; padrao de controle e isolamento como indicador de risco de feminicidio; delegada Natalia Alves Cabral (DDM Sumare) conduz investigacao; material apreendido em Hortolandia fortalece vinculo territorial","","resumo=Investigacao revela que Yasmim Evely da Silva era monitorada pelo companheiro por camera instalada dentro da residencia; suspeito fugiu levando cartao de memoria e o objeto foi apreendido apos sua prisao em Hortolandia; testemunhas relatam relacionamento conturbado com comportamentos abusivos e controle de deslocamento; historico criminal do acusado inclui tentativa de roubo | tipo_abrangencia=regional | polaridade_evento=negativo | tipo_origem_evento=seguranca","nao_aplicavel","nao_aplicavel","REVISAR","","REVISAR"
"TL_20260130_001","2026-01-30","Tribuna Liberal","Fundo Social - Campanha do Agasalho 100 mil pecas + visita prefeito","06","Hortolandia","nao_identificado","GOVERNANCA","capital_humano","indireta","GOV_MUNICIPAL","media","dado_auditavel; secretaria Maria dos Anjos Assis Barros; Fundo Social I no Remanso Campineiro; Varais Solidarios distribuidos em diversas regioes; 100+ mil pecas = maior campanha historica; sinalizacao de ampliacao das acoes para 2026","","resumo=Prefeito Zeze Gomes visita sede do Fundo Social de Solidariedade I (Remanso Campineiro) e parabeniza equipes pelo trabalho em favor de familias em situacao de vulnerabilidade; Campanha do Agasalho 2025 arrecadou mais de 100 mil pecas (roupas agasalhos cobertores); distribuicao feita via familias cadastradas e Varais Solidarios em diversas regioes da cidade; prefeito compromete intensificacao das acoes em 2026 para familias mais vulneraveis; secretaria Maria dos Anjos Assis Barros presente; prefeito Zeze relata trajetoria pessoal de vulnerabilidade (dormiu sob viaduto Aquidaban Campinas) | tipo_abrangencia=local | polaridade_evento=positivo | tipo_origem_evento=assistencia_social","Remanso Campineiro","alto","REVISAR","","REVISAR"
"TL_20260130_002","2026-01-30","Tribuna Liberal","Operacao Keravnos - PM e GAECO - mandados em Hortolandia e regiao","06","Regional","nao_identificado","PRESSAO_SOCIAL","capital_humano","direta","SMIDS_EXT","alerta","R21 aplicada; confronto PCC-CV representa pressao territorial sistematica sobre seguranca dos bairros; Hortolandia citada explicitamente como municipio com mandados cumpridos; investigacoes desde 2022 com crimes violentos crescentes; sinal de disputa territorial que afeta capital_humano de populacao vulneravel proxima a pontos de trafico","","resumo=Operacao Keravnos deflagrada por PM e GAECO (MP-SP) com 25 mandados de busca e apreensao em municipios incluindo Americana e Hortolandia; foco na escalada de violencia entre PCC e Comando Vermelho (CV); confronto caracterizado pelo MP como ""guerra urbana"" com execucoes por armas de alto poder de fogo desde 2022; 3 presos e apreensao de drogas armas dinheiro e celulares; disputas por pontos de trafico que eram do PCC e estao sendo contestados pelo CV; CPI-9 de Piracicaba coordena a acao | tipo_abrangencia=regional | polaridade_evento=negativo | tipo_origem_evento=seguranca","nao_aplicavel","nao_aplicavel","REVISAR","","REVISAR"
"TL_20260130_003","2026-01-30","Tribuna Liberal","PF - Operacao Apanhador de Sonhos - abuso sexual infantil digital - Hortolandia","09","Hortolandia","nao_identificado","PRESSAO_SOCIAL","capital_humano","direta","SMIDS_EXT","alerta","R21 aplicada - crime de abuso sexual de menores; PF orienta pais e responsaveis sobre monitoramento de internet por criancas; crime digital com vitimas de vulnerabilidade extrema; operacao federal indica que territorio de Hortolandia possui redes de distribuicao de CSAM ativas","","resumo=Policia Federal prende em flagrante homem de 43 anos em Hortolandia durante Operacao Apanhador de Sonhos por posse e compartilhamento de material de abuso sexual de criancas e adolescentes (CSAM) no ambiente digital; segundo preso (19 anos) em Campinas; dispositivos eletronicos apreendidos para pericia; operacao resultante de dois procedimentos investigativos instaurados em Campinas usando inteligencia policial e ferramentas tecnologicas; novas acoes semelhantes previstas para o ano | tipo_abrangencia=local | polaridade_evento=negativo | tipo_origem_evento=seguranca","nao_aplicavel","nao_aplicavel","REVISAR","","REVISAR"
"TL_20260303_001","2026-03-03","Tribuna Liberal","Viaduto Vila Real - rotatoria comeca proxima semana","07","Hortolandia","nao_identificado","GOVERNANCA","infraestrutura_urbana","indireta","IU_03","media","interface_iu","","Conecta Av. Santana Jd. Amanda ao Centro e Nova Hortolandia; secretario de Obras Sergio Torrecillas cita rigor e agilidade cobrados da Rumo; prefeitura concluiu fresagem e sinalizacao no acesso | resumo=Prefeitura recebe documentacao do projeto da rotatoria do viaduto Vila Real; obra comeca na proxima semana com prazo ate abril; viaduto tera 240m e 4 pistas; fluxo esperado de 30 mil veiculos/dia | tipo_abrangencia=local | polaridade_evento=positivo | tipo_origem_evento=mobilidade","nao_aplicavel","nao_aplicavel","REVISAR","","REVISAR"
"TL_20260303_002","2026-03-03","Tribuna Liberal","Mpox - caso confirmado em Hortolandia","05","Hortolandia","nao_identificado","IVS","capital_humano","indireta","","media","impacto_regional_hortolandia","","Hortolandia Paulinia e Americana integram lista; todos pacientes recuperados sem internacao; sem obitos registrados em 2026 | resumo=Hortolandia figura entre municipios com casos confirmados de mpox em 2026 na area do DRS-7 de Campinas; paciente ja curado; 59 confirmacoes em todo Estado de SP no periodo | tipo_abrangencia=regional | polaridade_evento=negativo | tipo_origem_evento=saude","nao_aplicavel","nao_aplicavel","REVISAR","","REVISAR"
"TL_20260303_003","2026-03-03","Tribuna Liberal","Mes da Mulher - evento para 200 servidoras no Paco","07","Hortolandia","nao_identificado","GOVERNANCA","capital_humano","indireta","","baixa","acao_institucional_smids","","Organizado pelo Departamento das Mulheres; diretora Josefa Teixeira citada; empreendedoras do Jd. Amanda participaram como voluntarias; prefeito Zeze Gomes presente | resumo=Prefeitura reune 200 servidoras na abertura do Mes da Mulher com servicos de autocuidado gratuitos; tema Nada nos foi dado tudo foi conquistado; acao sera levada para outras regioes da cidade | tipo_abrangencia=local | polaridade_evento=positivo | tipo_origem_evento=assistencia_social","nao_aplicavel","nao_aplicavel","REVISAR","","REVISAR"
"TL_20260303_004","2026-03-03","Tribuna Liberal","Carro invade Escola Estadual Maria Rita Araujo Costa","10","Hortolandia","nao_identificado","PRESSAO_SOCIAL","capital_humano","contextual","CH_03","alta","sinal_smids_ext","","Veiculo registrado em nome de terceiro; ocupantes recusaram atendimento do Samu e deixaram o local; caso registrado como dano ao patrimonio publico | resumo=Carro invade Escola Estadual no Parque Terras de Santa Maria em Hortolandia derrubando muro e atingindo sala de aula; testemunhas relatam sinais de embriaguez dos ocupantes; Defesa Civil interdita sala; aulas mantidas com remanejamento | tipo_abrangencia=local | polaridade_evento=negativo | tipo_origem_evento=transito","383","medio","REVISAR","","REVISAR"
"TL_20260303_005","2026-03-03","Tribuna Liberal","ETE Hortolandia - charge sobre bloqueadores de ar","01","Hortolandia","nao_identificado","PRESSAO_SOCIAL","infraestrutura_urbana","contextual","","media","impacto_regional_hortolandia","","Charge sugere que Monte Mor autorizou bloqueadores de ar em hidrometros para evitar medicao; sinal editorial de pressao social acumulada sobre ETE | resumo=Charge de capa faz referencia a odores da ETE de Hortolandia conectando problema a Monte Mor; reforca recorrencia do tema de saneamento e mau cheiro como pressao social observada na cidade | tipo_abrangencia=local | polaridade_evento=negativo | tipo_origem_evento=saneamento","nao_aplicavel","nao_aplicavel","REVISAR","","REVISAR"
